"assetId","type","parent","catalog","widthM","heightM","depthM","massKg","evidence"
"platform-001/module-02/rack-20/node-03","compute","platform-001/module-02/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-20/node-04","compute","platform-001/module-02/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-21","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-21/node-01","compute","platform-001/module-02/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-21/node-02","compute","platform-001/module-02/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-21/node-03","compute","platform-001/module-02/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-21/node-04","compute","platform-001/module-02/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-22","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-22/node-01","compute","platform-001/module-02/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-22/node-02","compute","platform-001/module-02/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-22/node-03","compute","platform-001/module-02/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-22/node-04","compute","platform-001/module-02/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-23","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-23/node-01","compute","platform-001/module-02/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-23/node-02","compute","platform-001/module-02/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-23/node-03","compute","platform-001/module-02/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-23/node-04","compute","platform-001/module-02/rack-23","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-24","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-24/node-01","compute","platform-001/module-02/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-24/node-02","compute","platform-001/module-02/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-24/node-03","compute","platform-001/module-02/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-24/node-04","compute","platform-001/module-02/rack-24","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-25","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-25/node-01","compute","platform-001/module-02/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-25/node-02","compute","platform-001/module-02/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-25/node-03","compute","platform-001/module-02/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-25/node-04","compute","platform-001/module-02/rack-25","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-26","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-26/node-01","compute","platform-001/module-02/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-26/node-02","compute","platform-001/module-02/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-26/node-03","compute","platform-001/module-02/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-26/node-04","compute","platform-001/module-02/rack-26","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-27","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-27/node-01","compute","platform-001/module-02/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-27/node-02","compute","platform-001/module-02/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-27/node-03","compute","platform-001/module-02/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-27/node-04","compute","platform-001/module-02/rack-27","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-28","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-28/node-01","compute","platform-001/module-02/rack-28","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-28/node-02","compute","platform-001/module-02/rack-28","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-28/node-03","compute","platform-001/module-02/rack-28","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-28/node-04","compute","platform-001/module-02/rack-28","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-29","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-29/node-01","compute","platform-001/module-02/rack-29","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-29/node-02","compute","platform-001/module-02/rack-29","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-29/node-03","compute","platform-001/module-02/rack-29","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-29/node-04","compute","platform-001/module-02/rack-29","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-30","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-30/node-01","compute","platform-001/module-02/rack-30","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-30/node-02","compute","platform-001/module-02/rack-30","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-30/node-03","compute","platform-001/module-02/rack-30","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-30/node-04","compute","platform-001/module-02/rack-30","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-31","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-31/node-01","compute","platform-001/module-02/rack-31","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-31/node-02","compute","platform-001/module-02/rack-31","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-31/node-03","compute","platform-001/module-02/rack-31","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-31/node-04","compute","platform-001/module-02/rack-31","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-32","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-32/node-01","compute","platform-001/module-02/rack-32","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-32/node-02","compute","platform-001/module-02/rack-32","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-32/node-03","compute","platform-001/module-02/rack-32","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-32/node-04","compute","platform-001/module-02/rack-32","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-33","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-33/node-01","compute","platform-001/module-02/rack-33","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-33/node-02","compute","platform-001/module-02/rack-33","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-33/node-03","compute","platform-001/module-02/rack-33","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-33/node-04","compute","platform-001/module-02/rack-33","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-34","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-34/node-01","compute","platform-001/module-02/rack-34","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-34/node-02","compute","platform-001/module-02/rack-34","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-34/node-03","compute","platform-001/module-02/rack-34","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-34/node-04","compute","platform-001/module-02/rack-34","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-35","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-35/node-01","compute","platform-001/module-02/rack-35","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-35/node-02","compute","platform-001/module-02/rack-35","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-35/node-03","compute","platform-001/module-02/rack-35","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-35/node-04","compute","platform-001/module-02/rack-35","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-36","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-36/node-01","compute","platform-001/module-02/rack-36","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-36/node-02","compute","platform-001/module-02/rack-36","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-36/node-03","compute","platform-001/module-02/rack-36","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-36/node-04","compute","platform-001/module-02/rack-36","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-37","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-37/node-01","compute","platform-001/module-02/rack-37","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-37/node-02","compute","platform-001/module-02/rack-37","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-37/node-03","compute","platform-001/module-02/rack-37","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-37/node-04","compute","platform-001/module-02/rack-37","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-38","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-38/node-01","compute","platform-001/module-02/rack-38","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-38/node-02","compute","platform-001/module-02/rack-38","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-38/node-03","compute","platform-001/module-02/rack-38","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-38/node-04","compute","platform-001/module-02/rack-38","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-39","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-39/node-01","compute","platform-001/module-02/rack-39","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-39/node-02","compute","platform-001/module-02/rack-39","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-39/node-03","compute","platform-001/module-02/rack-39","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-39/node-04","compute","platform-001/module-02/rack-39","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-40","rack","platform-001/module-02","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-02/rack-40/node-01","compute","platform-001/module-02/rack-40","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-40/node-02","compute","platform-001/module-02/rack-40","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-40/node-03","compute","platform-001/module-02/rack-40","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-02/rack-40/node-04","compute","platform-001/module-02/rack-40","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/pump-duty","pump","platform-001/module-03","equipment-v2","1.2","1.2","0.8","180","assumed"
"platform-001/module-03/pump-sea","pump","platform-001/module-03","equipment-v2","1.2","1.2","0.8","180","assumed"
"platform-001/module-03/hx","exchanger","platform-001/module-03","equipment-v2","2","2.2","1.4","1800","assumed"
"platform-001/module-03/cdu","cdu","platform-001/module-03","equipment-v2","1.2","2","1.1","500","assumed"
"platform-001/module-03/valve-tech","valve","platform-001/module-03","equipment-v2","0.3","0.4","0.3","15","assumed"
"platform-001/module-03/valve-sea","valve","platform-001/module-03","equipment-v2","0.3","0.4","0.3","15","assumed"
"platform-001/module-03/pipe-tech","pipe","platform-001/module-03","equipment-v2","19.18","0.18","9.18","4256.325088474454","assumed"
"platform-001/module-03/pipe-sea","pipe","platform-001/module-03","equipment-v2","0.18","0.18","8","804.7211125770848","assumed"
"platform-001/module-03/battery","battery","platform-001/module-03","equipment-v2","2.2","2","1.4","3376.923076923077","assumed"
"platform-001/module-03/distribution","switchboard","platform-001/module-03","equipment-v2","1.4","2","1.4","500","assumed"
"platform-001/module-03/rack-network","network","platform-001/module-03","equipment-v2","1.1","1.5","0.6","100","assumed"
"platform-001/module-03/pump-standby","pump","platform-001/module-03","equipment-v2","1.2","1.2","0.8","180","assumed"
"platform-001/module-03/rack-01","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-01/node-01","compute","platform-001/module-03/rack-01","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-01/node-02","compute","platform-001/module-03/rack-01","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-01/node-03","compute","platform-001/module-03/rack-01","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-01/node-04","compute","platform-001/module-03/rack-01","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-02","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-02/node-01","compute","platform-001/module-03/rack-02","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-02/node-02","compute","platform-001/module-03/rack-02","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-02/node-03","compute","platform-001/module-03/rack-02","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-02/node-04","compute","platform-001/module-03/rack-02","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-03","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-03/node-01","compute","platform-001/module-03/rack-03","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-03/node-02","compute","platform-001/module-03/rack-03","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-03/node-03","compute","platform-001/module-03/rack-03","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-03/node-04","compute","platform-001/module-03/rack-03","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-04","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-04/node-01","compute","platform-001/module-03/rack-04","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-04/node-02","compute","platform-001/module-03/rack-04","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-04/node-03","compute","platform-001/module-03/rack-04","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-04/node-04","compute","platform-001/module-03/rack-04","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-05","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-05/node-01","compute","platform-001/module-03/rack-05","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-05/node-02","compute","platform-001/module-03/rack-05","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-05/node-03","compute","platform-001/module-03/rack-05","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-05/node-04","compute","platform-001/module-03/rack-05","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-06","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-06/node-01","compute","platform-001/module-03/rack-06","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-06/node-02","compute","platform-001/module-03/rack-06","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-06/node-03","compute","platform-001/module-03/rack-06","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-06/node-04","compute","platform-001/module-03/rack-06","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-07","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-07/node-01","compute","platform-001/module-03/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-07/node-02","compute","platform-001/module-03/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-07/node-03","compute","platform-001/module-03/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-07/node-04","compute","platform-001/module-03/rack-07","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-08","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-08/node-01","compute","platform-001/module-03/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-08/node-02","compute","platform-001/module-03/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-08/node-03","compute","platform-001/module-03/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-08/node-04","compute","platform-001/module-03/rack-08","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-09","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-09/node-01","compute","platform-001/module-03/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-09/node-02","compute","platform-001/module-03/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-09/node-03","compute","platform-001/module-03/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-09/node-04","compute","platform-001/module-03/rack-09","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-10","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-10/node-01","compute","platform-001/module-03/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-10/node-02","compute","platform-001/module-03/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-10/node-03","compute","platform-001/module-03/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-10/node-04","compute","platform-001/module-03/rack-10","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-11","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-11/node-01","compute","platform-001/module-03/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-11/node-02","compute","platform-001/module-03/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-11/node-03","compute","platform-001/module-03/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-11/node-04","compute","platform-001/module-03/rack-11","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-12","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-12/node-01","compute","platform-001/module-03/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-12/node-02","compute","platform-001/module-03/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-12/node-03","compute","platform-001/module-03/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-12/node-04","compute","platform-001/module-03/rack-12","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-13","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-13/node-01","compute","platform-001/module-03/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-13/node-02","compute","platform-001/module-03/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-13/node-03","compute","platform-001/module-03/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-13/node-04","compute","platform-001/module-03/rack-13","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-14","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-14/node-01","compute","platform-001/module-03/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-14/node-02","compute","platform-001/module-03/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-14/node-03","compute","platform-001/module-03/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-14/node-04","compute","platform-001/module-03/rack-14","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-15","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-15/node-01","compute","platform-001/module-03/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-15/node-02","compute","platform-001/module-03/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-15/node-03","compute","platform-001/module-03/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-15/node-04","compute","platform-001/module-03/rack-15","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-16","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-16/node-01","compute","platform-001/module-03/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-16/node-02","compute","platform-001/module-03/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-16/node-03","compute","platform-001/module-03/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-16/node-04","compute","platform-001/module-03/rack-16","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-17","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-17/node-01","compute","platform-001/module-03/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-17/node-02","compute","platform-001/module-03/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-17/node-03","compute","platform-001/module-03/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-17/node-04","compute","platform-001/module-03/rack-17","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-18","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-18/node-01","compute","platform-001/module-03/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-18/node-02","compute","platform-001/module-03/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-18/node-03","compute","platform-001/module-03/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-18/node-04","compute","platform-001/module-03/rack-18","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-19","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-19/node-01","compute","platform-001/module-03/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-19/node-02","compute","platform-001/module-03/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-19/node-03","compute","platform-001/module-03/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-19/node-04","compute","platform-001/module-03/rack-19","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-20","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-20/node-01","compute","platform-001/module-03/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-20/node-02","compute","platform-001/module-03/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-20/node-03","compute","platform-001/module-03/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-20/node-04","compute","platform-001/module-03/rack-20","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-21","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-21/node-01","compute","platform-001/module-03/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-21/node-02","compute","platform-001/module-03/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-21/node-03","compute","platform-001/module-03/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-21/node-04","compute","platform-001/module-03/rack-21","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
"platform-001/module-03/rack-22","rack","platform-001/module-03","equipment-v2","0.6","2.2","1.2","150","assumed"
"platform-001/module-03/rack-22/node-01","compute","platform-001/module-03/rack-22","generic-hardware-v2","0.48","0.4445","0.95","120","assumed"
